time,x,y,z,heading
1718963238.7953277,-22.10690281970636,-18.973491100761965,0.0,15.368483794725487
1718963238.8356085,-22.05519480465249,-18.958614706243605,0.0,16.732567396768058
1718963238.87584,-22.006004995692695,-18.943010023026982,0.0,18.469034166245716
1718963238.9160755,-21.957487828167913,-18.92608071703198,0.0,20.00223350485277
1718963238.9563048,-21.908791201464457,-18.907928673041898,0.0,20.884423921703196
1718963238.9965577,-21.860214888065272,-18.889213473499495,0.0,21.25634807108647
1718963239.036825,-21.81089555685006,-18.869889255834117,0.0,21.53596403040702
1718963239.0770607,-21.760887766497394,-18.85003180602145,0.0,21.778815690467464
1718963239.1173036,-21.712450889162156,-18.830677658324998,0.0,21.78197732057255
1718963239.1575541,-21.66549112014909,-18.81191994050541,0.0,21.765737525252597
1718963239.1979945,-21.618106746310477,-18.79299027000506,0.0,21.786873247391316
1718963239.2384267,-21.57058371232445,-18.773984843192775,0.0,21.80807394924494
1718963239.2787724,-21.521876204998602,-18.754436517550268,0.0,21.927167575564393
1718963239.3190267,-21.47334983373366,-18.734866261766868,0.0,22.000400361175547
1718963239.3592567,-21.426456664961087,-18.715932301319405,0.0,21.97415819869154
1718963239.3994665,-21.38012774039278,-18.697228177164735,0.0,21.99612017942977
1718963239.439714,-21.33430987940214,-18.678649213383796,0.0,22.148604158832693
1718963239.4799693,-21.28707908535392,-18.659381254512997,0.0,22.23772829083125
1718963239.520455,-21.238462503782603,-18.63949348376233,0.0,22.258641514581313
1718963239.5608387,-21.18937939202521,-18.619448850991535,0.0,22.169746422716734
1718963239.6012418,-21.141037319716403,-18.59978964993206,0.0,22.090313468862593
1718963239.6414733,-21.093870173712958,-18.580604465843486,0.0,22.177644378472756
1718963239.6816986,-21.046061545709197,-18.560965284547294,0.0,22.48683573275379
1718963239.7219346,-20.998136202416845,-18.540968064875138,0.0,22.81059299091433
1718963239.7622507,-20.949448851690263,-18.520263717246834,0.0,23.264756973445902
1718963239.8024952,-20.900080688323886,-18.498653306079817,0.0,24.01706319894898
1718963239.842729,-20.853022805270662,-18.477010591933237,0.0,25.379934407180038
1718963239.8829577,-20.806917955548283,-18.454517265255326,0.0,26.63309361731656
1718963239.9231925,-20.760638042104596,-18.43084167318367,0.0,27.553099084401765
1718963239.9634361,-20.714587743728085,-18.40643311429145,0.0,28.297772868342832
1718963240.0036688,-20.66900793606882,-18.381739808637914,0.0,28.596331836189727
1718963240.0439007,-20.624580381273724,-18.357437010984786,0.0,28.762823573663088
1718963240.0841687,-20.580281632919,-18.333068931631882,0.0,28.866246482844375
1718963240.1244016,-20.536351179557666,-18.308862327085624,0.0,28.84513239175596
1718963240.164645,-20.491910899403184,-18.28441086597702,0.0,28.794878525389258
1718963240.204869,-20.445920802916262,-18.25911863959916,0.0,28.822257952649483
1718963240.2450857,-20.399986206663822,-18.233834376257878,0.0,28.838079027935848
1718963240.2853117,-20.355803975160104,-18.20946686686386,0.0,28.91739816723923
1718963240.3255312,-20.311627948282013,-18.18502293469911,0.0,28.996766861978774
1718963240.3657444,-20.266007572834003,-18.159763424543538,0.0,28.94888583521449
1718963240.4059856,-20.218458914985035,-18.13348218499934,0.0,28.91199574611228
1718963240.4462197,-20.170927144041453,-18.10720439129568,0.0,28.959758388283372
1718963240.486641,-20.12527162342079,-18.0818989374987,0.0,29.03675767900903
1718963240.5268679,-20.080925118925673,-18.057249624044434,0.0,29.096866164787322
1718963240.5670788,-20.037179702691773,-18.032934253489554,0.0,29.037083165310182
1718963240.607304,-19.990825650354097,-18.007184585970162,0.0,29.067244022027616
1718963240.647524,-19.944488998513258,-17.98144111003727,0.0,29.04364903050735
1718963240.6877675,-19.900101817011148,-17.956793340086744,0.0,29.04232665715919
1718963240.7279937,-19.857734397193187,-17.93323683203483,0.0,29.106252050736206
1718963240.748103,-19.815384212337968,-17.90976248077999,0.0,28.89221720948341
1718963240.7887602,-19.769462733543527,-17.884433194063387,0.0,28.868125073723597
1718963240.8290033,-19.723946756982503,-17.859306025710563,0.0,28.933803320076247
1718963240.869233,-19.677990527889904,-17.8338414489487,0.0,29.0483092474283
1718963240.9094725,-19.633191943078927,-17.809000646785623,0.0,28.968401891840696
1718963240.9498436,-19.587678222742536,-17.783888444396514,0.0,28.80704748560968
1718963240.9901068,-19.540658329777322,-17.758063238081284,0.0,28.74765570560397
1718963241.0303254,-19.49215067439285,-17.7314243734994,0.0,28.80073090081972
1718963241.0705793,-19.44223895457807,-17.704041769602075,0.0,28.69943980873016
1718963241.1108215,-19.394955050173667,-17.678144242467162,0.0,28.71984876716907
1718963241.1510308,-19.351556071182337,-17.654326389344288,0.0,28.79711276112364
1718963241.1911812,-19.30737305450451,-17.630027412159755,0.0,28.82112546009963
1718963241.2313967,-19.261898306237946,-17.60504047033773,0.0,28.75369133866481
