time,x,y,theta
1742565114.817719,64.997087,-1.511374,-3.113548
1742565114.924601,64.875785,-1.533025,-3.125352
1742565115.030280,64.768737,-1.497067,-3.120720
1742565115.211535,64.706596,-1.581345,-3.137299
1742565115.229699,64.408286,-1.625642,3.138759
1742565115.333475,64.313156,-1.613239,3.139410
1742565115.417713,64.150270,-1.616984,-3.140497
1742565115.563150,64.100119,-1.618605,3.121606
1742565115.631957,63.819560,-1.614093,3.116545
1742565115.703406,63.697499,-1.616960,3.116042
1742565115.835652,63.569732,-1.614771,3.114123
1742565115.926961,63.467032,-1.603154,3.114037
1742565116.069093,63.579343,-1.555660,-3.133346
1742565116.124009,63.368728,-1.524807,-3.132932
1742565116.236159,63.243346,-1.552415,-3.136625
1742565116.312337,63.127748,-1.584082,3.136812
1742565116.423987,63.011425,-1.592158,-3.137681
1742565116.565801,62.997216,-1.577985,3.138628
1742565116.620144,62.738619,-1.590904,3.135084
1742565116.710214,62.664479,-1.512123,3.138607
1742565116.828425,62.530517,-1.556434,3.133598
1742565116.927810,62.408750,-1.568476,3.132267
1742565117.012749,62.362041,-1.563919,3.132200
1742565117.175200,62.358075,-1.587012,3.135618
1742565117.224944,62.167029,-1.584509,3.130608
1742565117.325752,62.073689,-1.614420,3.129076
1742565117.419308,61.993701,-1.565840,3.133259
1742565117.526741,61.866981,-1.571331,3.122830
1742565117.612916,61.793116,-1.578230,3.122566
1742565117.750231,61.761382,-1.577746,3.124502
1742565117.829672,61.483007,-1.583785,3.124677
1742565117.924140,61.397877,-1.566694,3.126364
1742565118.025619,61.294112,-1.566094,3.125594
1742565118.127007,61.165546,-1.584609,3.118855
1742565118.270050,61.188945,-1.506127,-3.140682
1742565118.319690,60.938673,-1.481782,-3.135109
1742565118.420415,60.809494,-1.465898,-3.133498
1742565118.513499,60.688112,-1.529472,-3.139784
1742565118.631772,60.625752,-1.465610,-3.134622
1742565118.746086,60.641655,-1.560241,3.119589
1742565118.816813,60.496057,-1.524514,3.121769
1742565118.919515,60.326909,-1.606572,3.120978
1742565119.023809,60.197555,-1.587744,3.120470
1742565119.117296,60.051605,-1.544466,3.121214
1742565119.272163,60.039909,-1.550649,3.122952
1742565119.321925,59.775811,-1.661762,3.117984
1742565119.428267,59.647509,-1.595420,3.123774
1742565119.518202,59.583913,-1.495731,3.131914
1742565119.625694,59.438125,-1.589373,3.120547
1742565119.740102,59.474407,-1.603840,3.127067
1742565119.841612,59.313767,-1.564098,3.136510
1742565119.922132,59.167452,-1.586883,3.124229
1742565120.024230,59.046665,-1.601437,3.130156
1742565120.127528,58.927265,-1.622184,3.138043
1742565120.266393,58.910390,-1.519975,-3.110023
1742565120.326267,58.668197,-1.463820,-3.104303
1742565120.438086,58.576023,-1.483616,-3.102151
1742565120.528404,58.454959,-1.464957,-3.106690
1742565120.631514,58.363731,-1.532246,-3.111965
1742565120.768014,58.293765,-1.713397,3.106566
1742565120.824313,58.084335,-1.682017,3.108685
1742565120.920136,57.938729,-1.700526,3.105827
1742565121.033401,57.821199,-1.675162,3.109360
1742565121.166825,57.810952,-1.667212,3.116189
1742565121.219234,57.586922,-1.703147,3.120103
1742565121.324453,57.407692,-1.685950,3.124675
1742565121.435506,57.288795,-1.702298,3.119680
1742565121.555510,57.263127,-1.696590,3.134120
1742565121.638784,57.022236,-1.700625,-3.129303
1742565121.706481,56.885482,-1.704620,-3.125169
1742565121.839349,56.765870,-1.714962,-3.127326
1742565121.924811,56.694439,-1.649195,-3.121087
1742565122.064791,56.704236,-1.702151,3.141498
1742565122.145957,56.548298,-1.743873,3.135898
1742565122.225627,56.425458,-1.716022,3.138042
1742565122.326086,56.307822,-1.719917,3.140423
1742565122.428636,56.150161,-1.691610,-3.140660
1742565122.583916,56.118045,-1.613901,-3.118248
1742565122.617503,55.910368,-1.640090,-3.129011
1742565122.723365,55.744639,-1.719827,-3.130476
1742565122.829121,55.716320,-1.591232,-3.111580
1742565122.931575,55.545893,-1.664486,-3.109288
1742565123.075791,55.554594,-1.629425,-3.092249
1742565123.127991,55.351019,-1.647496,-3.099405
1742565123.227782,55.256424,-1.667026,-3.093851
1742565123.334117,55.245936,-1.632397,-3.086407
1742565123.423512,55.219770,-1.645587,-3.086082
1742565123.517318,55.241663,-1.629927,-3.084601
1742565123.619846,55.222744,-1.649836,-3.085604
1742565123.705576,55.204598,-1.651625,-3.085579
1742565123.823455,55.150793,-1.654381,-3.088618
1742565123.917896,55.055897,-1.640163,-3.082705
1742565124.032230,54.969217,-1.678982,-3.092111
1742565124.171094,55.002272,-1.653456,-3.081477
1742565124.418061,55.011085,-1.661930,-3.082132
1742565124.530409,55.044225,-1.617888,-3.074979
1742565124.622877,55.077948,-1.609220,-3.073443
1742565124.710255,55.011038,-1.680777,-3.083201
1742565124.831791,55.015170,-1.674955,-3.082540
1742565125.119420,54.998056,-1.629212,-3.077050
1742565125.316277,54.820397,-1.656648,-3.078888
1742565125.429804,54.761736,-1.677670,-3.082401
1742565125.519554,54.661317,-1.677335,-3.081254
1742565125.639154,54.586283,-1.635829,-3.075762
1742565125.747715,54.525520,-1.697819,-3.084560
1742565125.828635,54.273448,-1.726117,-3.095278
1742565125.933975,54.121603,-1.755081,-3.099583
1742565126.036506,54.074836,-1.755181,-3.100390
1742565126.117995,53.930172,-1.763937,-3.111216
1742565126.232152,53.903606,-1.740690,-3.110306
1742565126.379517,53.902909,-1.775197,3.136747
1742565126.428496,53.719234,-1.770722,3.140674
1742565126.515988,53.646273,-1.783951,3.139913
1742565126.656347,53.485536,-1.791155,3.137590
1742565126.721682,53.379071,-1.807740,3.134318
1742565126.863576,53.411280,-1.742648,-3.122457
1742565126.939239,53.182974,-1.706186,-3.120005
1742565127.036418,53.060905,-1.703114,-3.118722
1742565127.128483,52.952585,-1.685185,-3.122492
1742565127.235415,52.859973,-1.700563,-3.125356
1742565127.360581,52.768376,-1.762299,-3.132618
1742565127.426469,52.448939,-1.781405,-3.138320
