id,x,y
0,-0.469946,0.271579
1,-0.0962864,0.298004
3,0.0739144,0.362264
5,7.12445,0.920867
7,7.33417,0.941956
8,13.0107,1.54299
9,13.2751,1.46754
11,13.2433,1.38084
12,18.9357,1.99559
13,19.0045,1.82109
15,19.2064,1.86738
16,24.8557,2.47972
17,26.146,2.53166
19,25.1945,2.32956
20,30.974,3.01704
21,30.9854,2.86254
22,31.594,3.00156
23,31.1525,2.79586
24,36.9237,3.47559
25,36.9735,3.32545
27,37.1722,3.26772
28,42.8352,3.89808
29,42.9492,3.77858
31,43.3595,3.88704
32,48.2038,4.25624
33,48.5013,4.18067
35,48.5252,4.11741
36,52.1795,4.60502
37,52.1899,4.47951
39,52.5421,4.46812
40,60.6633,5.29708
41,60.9021,5.17421
43,60.9809,5.1426
44,66.7493,5.7564
45,66.7655,5.62095
46,67.4398,5.85092
47,66.9781,5.5443
48,72.6694,6.19297
49,72.6871,6.0514
51,72.9534,6.04038
52,78.4667,6.66875
53,78.3259,6.52066
55,78.6629,6.45387
56,84.3558,7.09632
57,84.4317,6.99134
59,84.6319,6.98859
60,90.3002,7.5733
61,90.464,7.47413
63,90.8752,7.70877
64,96.2664,8.02641
65,96.5169,7.86978
67,96.8985,8.15398
68,101.674,8.38427
69,101.736,8.24414
71,102.497,8.45709
72,105.642,8.70426
73,105.715,8.5428
75,105.781,8.50437
76,114.241,9.32026
77,115.162,9.28185
79,114.544,9.13714
80,120.19,9.76457
81,120.334,9.61972
83,120.457,9.52255
84,126.028,10.0534
85,126.381,10.0877
87,126.397,9.91741
88,132.282,10.5009
89,132.342,10.3572
91,132.421,10.3483
92,138.09,10.8914
93,138.17,10.7421
95,138.41,10.7073
96,144.127,11.2728
97,144.202,11.1507
99,144.402,11.0873
100,148.556,11.4879
101,148.557,11.3705
103,148.783,11.4005
104,-0.105922,-0.720858
105,0.0760424,-0.711877
106,0.116212,-0.447042
107,0.116639,-0.614136
109,4.59977,-0.338773
110,4.78352,-0.0778638
111,4.75174,-0.257434
112,10.141,0.317307
113,10.1555,0.183136
114,10.7938,0.345674
115,10.8421,0.205613
116,16.2009,0.737342
117,16.1823,0.652274
118,16.6163,0.84558
