time,x,y,theta
1732883441.923606,88.756719,3.967971,0.019469
1732883442.023732,88.859666,3.967181,0.042874
1732883442.123731,88.951949,3.925926,0.095815
1732883442.223665,89.067098,3.948860,0.073330
1732883442.323689,89.174694,3.952281,0.076270
1732883442.423792,89.282023,3.961767,0.050996
1732883442.524029,89.379811,3.949034,0.075939
1732883442.624239,89.486454,3.955745,0.052363
1732883442.724272,89.595912,3.960267,0.024680
1732883442.824199,89.710486,3.933498,0.053248
1732883442.923857,89.848024,3.907134,0.068118
1732883443.023475,89.940328,3.925033,0.022768
1732883443.123319,90.064129,3.952086,-0.051366
1732883443.223211,90.153858,3.948806,-0.037978
1732883443.323241,90.290133,3.931110,-0.008290
1732883443.423221,90.396106,3.923779,0.006830
1732883443.523150,90.539586,3.933725,-0.025946
1732883443.623342,90.628779,3.961019,-0.097219
1732883443.723284,90.742065,3.962702,-0.089349
1732883443.923299,90.878605,3.959381,-0.060008
1732883444.023286,90.954891,3.968740,-0.032669
1732883444.123427,91.078458,3.963570,-0.015973
1732883444.223649,91.183835,3.966670,-0.023682
1732883444.323478,91.284798,3.974885,-0.030223
1732883444.423528,91.370759,3.977864,-0.021833
1732883444.523608,91.476901,3.976500,-0.015363
1732883444.723657,91.587933,3.981556,-0.023084
1732883444.823655,91.694961,3.972793,-0.004530
1732883444.923593,91.794400,3.975942,-0.010328
1732883445.023437,91.888159,3.978039,-0.008883
1732883445.123353,91.998073,4.023797,-0.068665
1732883445.223330,92.093821,3.985011,-0.000527
1732883445.323380,92.194624,3.994965,-0.002198
1732883445.423545,92.294759,4.016645,-0.025807
1732883445.523589,92.404413,4.028246,-0.036876
1732883445.723629,92.506455,4.001195,0.001272
1732883445.823616,92.610505,4.061768,-0.081724
1732883445.923589,92.706781,4.025958,-0.011829
1732883446.023362,92.816928,4.044460,-0.032939
1732883446.123310,92.912733,4.043423,-0.021292
1732883446.223338,93.025503,4.032033,0.008588
1732883446.323318,93.124889,4.045748,-0.025257
1732883446.423240,93.234285,4.033590,0.005288
1732883446.523314,93.329513,4.021009,0.022644
1732883446.623141,93.441197,4.027677,0.002872
1732883446.723132,93.563905,4.045756,-0.009273
1732883446.823317,93.649864,4.027291,0.008165
1732883446.923270,93.765077,4.037685,-0.001487
1732883447.023448,93.870968,4.040966,-0.016483
1732883447.123485,93.966343,4.034003,0.001515
1732883447.223428,94.068740,4.034630,0.010617
1732883447.323493,94.173878,4.037447,0.002274
1732883447.423384,94.264526,4.030070,0.009578
1732883447.523236,94.384871,4.035030,0.002136
1732883447.623233,94.468607,4.024680,0.005437
1732883447.723008,94.585953,4.043556,-0.022703
1732883447.822961,94.694525,4.051426,-0.046177
1732883447.922994,94.803136,4.057151,-0.053240
1732883448.023143,94.913398,4.060273,-0.057778
1732883448.123305,95.018964,4.080653,-0.073485
1732883448.223512,95.133706,4.048032,-0.100620
1732883448.323465,95.239626,4.044513,-0.089748
1732883448.423370,95.362957,4.037094,-0.094369
1732883448.523312,95.474784,4.030892,-0.075477
1732883448.623331,95.580176,4.024905,-0.047629
1732883448.723433,95.683383,3.971215,0.025998
1732883448.823295,95.818390,3.952533,0.039447
1732883448.923267,95.913896,3.952780,0.014466
1732883449.023102,96.063423,3.954086,-0.017441
1732883449.123043,96.187053,3.935346,-0.019593
1732883449.223114,96.298348,3.923140,-0.022933
1732883449.323351,96.427242,4.099039,-0.186062
1732883449.423261,96.512984,3.995761,-0.037673
1732883449.523381,96.606819,3.984056,-0.017657
1732883449.623271,96.723915,3.934001,0.036881
1732883449.723187,96.819752,3.988810,-0.006925
1732883449.823405,96.924517,3.931954,0.030845
1732883449.923271,97.023096,4.052980,-0.120911
1732883450.023360,97.122846,3.995021,-0.037681
1732883450.123366,97.224412,3.985711,-0.018293
1732883450.223172,97.328823,4.013496,-0.050044
1732883450.323131,97.417952,4.007728,-0.022389
1732883450.423019,97.516406,3.998668,-0.022916
1732883450.522872,97.597651,3.990208,0.002684
1732883450.622975,97.708504,3.954285,0.070232
1732883450.723040,97.799442,3.991894,0.001521
1732883450.823123,97.892075,3.947602,0.059147
1732883450.923411,97.977379,3.972378,0.003669
1732883451.023499,98.087076,3.980836,-0.013136
1732883451.123638,98.171125,3.959038,0.026906
1732883451.223674,98.277958,3.981385,-0.017629
1732883451.323667,98.376004,3.977329,0.001169
1732883451.423739,98.469726,3.986614,-0.025297
1732883451.523507,98.575199,4.003049,-0.053436
1732883451.623560,98.672553,3.993111,-0.018058
1732883451.723425,98.784090,4.005099,-0.042531
1732883451.823468,98.894875,4.002465,-0.026663
1732883451.923328,99.008782,4.010926,-0.042232
1732883452.023241,99.106685,3.989488,0.017214
1732883452.123214,99.219124,3.987661,0.032373
1732883452.223331,99.328326,3.988462,0.031870
1732883452.323220,99.441704,4.006663,-0.015506
1732883452.423256,99.550178,4.007314,-0.023087
1732883452.523296,99.644533,4.008044,-0.007425
1732883452.623316,99.745699,4.013235,-0.016120
1732883452.723292,99.849800,4.018094,-0.012312
1732883452.823322,99.942920,4.021140,-0.006287
1732883452.923180,100.044164,4.024744,0.004036
1732883453.023304,100.145183,4.015720,0.051058
1732883453.123232,100.245677,4.029630,0.001401
1732883453.223143,100.329500,4.020387,0.016377
1732883453.323167,100.433603,4.011721,0.006563
1732883453.423134,100.523037,4.009266,0.003430
1732883453.523125,100.616181,4.020963,0.004013
1732883453.623079,100.711905,4.017319,-0.002768
1732883453.723076,100.804232,4.004973,0.021622
